transaction_id,customer_id,id_tiempo,id_geografia,id_pago,id_envio,quantity,total_amount,shipping_cost,monto_total_con_envio
TXN_909915,CUST_41753,1149,,4,2,3,116.87,6.5,123.37
TXN_944451,CUST_21441,1150,,2,3,2,495.33,13.64,508.96999999999997
TXN_197909,CUST_71934,1151,,2,1,1,194.12,6.87,200.99
TXN_446609,CUST_79784,1152,,4,3,1,124.98,19.4,144.38
TXN_875089,CUST_59515,1153,,4,3,2,226.1,24.94,251.04
TXN_635576,CUST_16119,1154,,1,2,2,54.31,6.94,61.25
TXN_528791,CUST_57149,1155,,3,1,2,415.11,19.37,434.48
TXN_925078,CUST_14584,1156,,5,4,16,1019.33,6.93,1026.26
TXN_675469,CUST_92372,1157,,2,3,2,238.6,12.32,250.92
TXN_206578,CUST_92752,1158,,4,2,3,721.6,18.15,739.75
TXN_570688,CUST_71687,1159,,3,3,4,332.63,7.84,340.46999999999997
TXN_411693,CUST_36884,1160,,2,3,3,282.16,19.62,301.78000000000003
TXN_716410,CUST_82560,1161,,3,2,1,227.75,12.88,240.63
TXN_967644,CUST_24926,1162,,6,4,7,229.25,19.39,248.64
TXN_457437,CUST_99953,1163,,3,2,3,209.03,12.6,221.63
TXN_765961,CUST_35581,1164,,4,1,2,449.59,5.75,455.34
TXN_469429,CUST_45693,1165,,3,2,2,579.16,10.56,589.7199999999999
TXN_792822,CUST_38026,1166,,2,2,2,142.83,12.23,155.06
TXN_767404,CUST_87426,1167,,2,1,2,270.46,20.01,290.46999999999997
TXN_316513,CUST_37012,1168,,1,1,1,243.53,20.14,263.67
TXN_378936,CUST_60423,1169,,6,3,4,366.39,11.98,378.37
TXN_759433,CUST_98548,1170,,6,4,4,330.02,20.8,350.82
TXN_914947,CUST_17943,1171,,4,3,4,711.42,7.52,718.9399999999999
TXN_450583,CUST_20414,1172,,2,2,4,654.41,18.68,673.0899999999999
TXN_736983,CUST_30877,1173,,3,2,3,734.48,14.76,749.24
TXN_400563,CUST_12171,1174,,3,1,2,136.49,9.58,146.07000000000002
TXN_395739,CUST_60828,1175,,4,3,4,160.31,8.46,168.77
TXN_436649,CUST_77099,1176,,1,3,3,228.16,16.62,244.78
TXN_256302,CUST_38166,1177,,2,3,3,430.91,5.06,435.97
TXN_751017,CUST_14540,1178,,6,4,5,389.24,20.98,410.22
TXN_190464,CUST_51437,1179,,6,4,13,625.93,12.32,638.25
TXN_203252,CUST_11350,1180,,5,3,3,280.33,5.11,285.44
TXN_289889,CUST_36223,1181,,3,1,4,1077.24,9.24,1086.48
TXN_905195,CUST_56752,1182,,3,2,3,431.86,12.61,444.47
TXN_381119,CUST_71184,1183,,2,1,4,558.23,8.16,566.39
TXN_109891,CUST_74101,1184,,1,2,2,250.53,9.11,259.64
TXN_116504,CUST_27464,1185,,3,4,15,294.97,21.82,316.79
TXN_373326,CUST_99385,1186,,3,2,3,327.89,14.98,342.87
TXN_691768,CUST_41846,1187,,4,1,2,317.09,24.21,341.29999999999995
TXN_400053,CUST_83551,1188,,3,3,3,320.45,22.82,343.27
TXN_365291,CUST_83930,1189,,3,2,3,775.77,20.98,796.75
TXN_754134,CUST_34323,1190,,1,3,4,204.11,24.41,228.52
TXN_257871,CUST_17877,1191,,2,3,4,1069.68,7.87,1077.55
TXN_920833,CUST_19522,1192,,4,3,4,498.49,24.5,522.99
TXN_401836,CUST_18360,1193,,4,2,2,78.37,24.84,103.21000000000001
TXN_522111,CUST_63156,1194,,1,3,3,548.58,9.87,558.45
TXN_746278,CUST_91954,1195,,2,3,6,566.29,21.07,587.36
TXN_666229,CUST_10008,1196,,1,1,2,176.69,17.1,193.79
TXN_264605,CUST_96246,1197,,2,2,4,753.15,12.1,765.25
TXN_946238,CUST_44862,1198,,1,3,1,35.63,17.26,52.89
TXN_698910,CUST_63365,1199,,4,1,2,528.46,11.64,540.1
TXN_643418,CUST_17399,1200,,4,2,1,196.56,18.76,215.32
TXN_887476,CUST_14892,1201,,4,1,2,519.81,7.42,527.2299999999999
TXN_557129,CUST_57243,1202,,1,3,1,228.46,8.14,236.60000000000002
TXN_743824,CUST_89124,1203,,2,3,3,669.7,17.17,686.87
TXN_970203,CUST_85307,1204,,2,3,1,294.3,17.06,311.36
TXN_518631,CUST_27427,1205,,3,1,4,309.23,10.21,319.44
TXN_350296,CUST_88892,1206,,4,1,2,461.57,10.71,472.28
TXN_626437,CUST_23608,1207,,3,3,13,806.58,19.18,825.76
TXN_166295,CUST_79396,1208,,2,1,4,495.65,7.01,502.65999999999997
TXN_145731,CUST_93745,1209,,1,1,2,565.47,22.06,587.53
TXN_875881,CUST_33851,1210,,2,3,4,741.46,17.19,758.6500000000001
TXN_137481,CUST_15578,1211,,3,3,3,420.48,8.71,429.19
TXN_197801,CUST_96862,1212,,2,3,6,213.59,8.54,222.13
TXN_670327,CUST_91875,1213,,2,2,1,228.5,23.41,251.91
TXN_142275,CUST_36760,1214,,6,3,8,625.48,21.35,646.83
TXN_480064,CUST_46124,1215,,4,1,4,916.22,13.33,929.5500000000001
TXN_102478,CUST_30282,1216,,3,3,2,402.6,23.34,425.94
TXN_585755,CUST_23901,1217,,1,3,4,301.69,23.53,325.22
TXN_476515,CUST_87615,1218,,2,4,19,1823.0,20.0,1843.0
TXN_336059,CUST_43927,1219,,3,2,4,114.38,5.08,119.46
TXN_998170,CUST_42347,1220,,4,2,4,352.58,16.51,369.09
TXN_192374,CUST_92334,1221,,3,3,3,185.84,12.12,197.96
TXN_866642,CUST_26896,1222,,3,2,1,247.85,9.34,257.19
TXN_487745,CUST_35078,1223,,1,3,3,381.29,14.31,395.6
TXN_369166,CUST_39695,1224,,1,2,2,134.61,11.38,145.99
TXN_625185,CUST_46677,1225,,2,3,1,273.84,18.84,292.67999999999995
TXN_247645,CUST_22146,1226,,2,3,1,14.62,9.94,24.56
TXN_275387,CUST_80166,1227,,3,3,12,1020.69,19.92,1040.6100000000001
TXN_202544,CUST_64570,1228,,3,1,3,659.33,19.62,678.95
TXN_421245,CUST_37541,1229,,2,3,19,191.9,16.78,208.68
TXN_941338,CUST_46774,1230,,1,3,2,243.64,6.55,250.19
TXN_941638,CUST_99284,1231,,1,1,4,268.48,23.93,292.41
TXN_895233,CUST_89505,1232,,3,4,2,99.41,20.41,119.82
TXN_266170,CUST_55085,1233,,3,3,4,463.12,10.69,473.81
TXN_631389,CUST_16788,1234,,3,3,1,246.71,17.38,264.09000000000003
TXN_593372,CUST_92178,1235,,1,3,2,80.33,16.14,96.47
TXN_139614,CUST_21769,1236,,5,3,6,597.56,7.45,605.01
TXN_862667,CUST_32532,1237,,2,4,15,1387.26,22.72,1409.98
TXN_292635,CUST_67813,1238,,4,1,4,262.77,16.22,278.99
TXN_735721,CUST_63320,1239,,3,2,4,428.58,9.46,438.03999999999996
TXN_837860,CUST_93414,1240,,5,4,19,890.01,11.02,901.03
TXN_639214,CUST_48732,1241,,5,4,9,211.83,9.95,221.78
TXN_271507,CUST_14964,1242,,4,1,4,1079.96,6.79,1086.75
TXN_300213,CUST_37491,1243,,1,3,4,178.5,17.66,196.16
TXN_176865,CUST_15021,1244,,1,3,1,191.15,8.52,199.67000000000002
TXN_313674,CUST_31906,1245,,1,3,3,854.86,13.07,867.9300000000001
TXN_391564,CUST_65389,1246,,1,1,2,218.51,17.61,236.12
TXN_522738,CUST_85022,1247,,3,4,3,247.45,15.64,263.09
TXN_198619,CUST_22945,1248,,4,2,2,211.8,21.0,232.8
TXN_236880,CUST_99399,1249,,1,3,1,178.5,21.96,200.46
TXN_158813,CUST_96627,1250,,5,3,5,320.79,5.56,326.35
TXN_863329,CUST_97412,1251,,5,4,13,324.19,12.42,336.61
TXN_576879,CUST_24309,1252,,1,2,1,30.21,21.38,51.59
TXN_467438,CUST_43034,1253,,1,2,4,814.48,6.48,820.96
TXN_556275,CUST_58424,1254,,4,3,2,456.21,5.39,461.59999999999997
TXN_508700,CUST_85850,1255,,4,1,1,67.73,21.95,89.68
TXN_866179,CUST_16243,1256,,1,1,1,182.84,6.95,189.79
TXN_504960,CUST_81999,1257,,3,3,2,322.57,8.56,331.13
TXN_313902,CUST_79021,1258,,5,3,2,87.43,12.9,100.33000000000001
TXN_495571,CUST_54836,1259,,3,3,10,907.11,17.83,924.94
TXN_905999,CUST_60434,1260,,4,1,1,107.58,14.45,122.03
TXN_637897,CUST_35439,1261,,2,1,4,1105.96,14.66,1120.6200000000001
TXN_852163,CUST_88076,1262,,3,1,2,83.81,14.22,98.03
TXN_136685,CUST_95651,1263,,2,3,14,816.56,23.76,840.3199999999999
TXN_291947,CUST_92418,1264,,6,4,7,282.48,10.66,293.14000000000004
TXN_193638,CUST_77208,1265,,3,2,3,482.26,14.28,496.53999999999996
TXN_985064,CUST_56475,1266,,4,2,4,437.87,13.08,450.95
TXN_759039,CUST_37304,1267,,2,3,9,506.15,10.96,517.11
TXN_236160,CUST_11698,1268,,5,3,6,132.93,20.7,153.63
TXN_556421,CUST_49443,1269,,1,1,1,149.11,11.75,160.86
TXN_886271,CUST_52999,1270,,5,3,11,982.06,10.13,992.1899999999999
TXN_285977,CUST_64689,1271,,2,3,4,1009.27,14.93,1024.2
TXN_671395,CUST_76965,1272,,6,3,9,757.13,21.57,778.7
TXN_369303,CUST_18142,1273,,3,3,10,699.29,20.47,719.76
TXN_118613,CUST_11811,1274,,4,1,3,306.53,6.8,313.33
TXN_278696,CUST_70246,1275,,3,3,1,146.68,13.59,160.27
TXN_825961,CUST_36175,1276,,2,1,2,448.89,6.94,455.83
TXN_455015,CUST_99361,1277,,1,3,2,560.08,6.49,566.57
TXN_493175,CUST_93795,1278,,2,4,4,205.09,11.33,216.42000000000002
TXN_843917,CUST_83928,1279,,2,1,1,156.32,15.56,171.88
TXN_584337,CUST_24944,1280,,2,1,3,241.23,14.36,255.58999999999997
TXN_467650,CUST_54327,1281,,4,3,3,580.54,9.04,589.5799999999999
TXN_880968,CUST_84606,1282,,2,4,11,968.3,6.24,974.54
TXN_237066,CUST_20035,1283,,2,3,1,112.9,22.23,135.13
TXN_293550,CUST_12001,1284,,3,3,4,909.04,9.28,918.3199999999999
TXN_318739,CUST_91626,1285,,3,2,4,969.41,20.95,990.36
TXN_400441,CUST_73470,1286,,1,1,1,102.08,16.26,118.34
TXN_251576,CUST_32386,1287,,3,4,15,95.33,23.33,118.66
TXN_817988,CUST_83867,1288,,2,1,4,691.33,8.36,699.69
TXN_100558,CUST_69427,1289,,4,3,4,887.66,23.48,911.14
TXN_785372,CUST_68064,1290,,2,3,4,916.52,19.41,935.93
TXN_750265,CUST_18221,1291,,3,1,3,698.35,24.1,722.45
TXN_972508,CUST_16319,1292,,4,1,3,665.46,17.28,682.74
TXN_292864,CUST_27831,1293,,2,4,19,1172.22,17.03,1189.25
TXN_918789,CUST_27700,1294,,2,3,2,156.72,12.81,169.53
TXN_673562,CUST_96677,1295,,1,1,4,914.13,14.59,928.72
TXN_785277,CUST_78303,1296,,4,1,4,763.12,12.96,776.08
TXN_952556,CUST_44121,1297,,3,1,3,123.79,24.84,148.63
TXN_947060,CUST_43077,1298,,4,1,2,202.93,15.45,218.38
TXN_426278,CUST_25854,1299,,1,1,1,176.48,16.01,192.48999999999998
TXN_848106,CUST_85353,1300,,2,4,3,286.7,16.64,303.34
TXN_871375,CUST_68873,1301,,2,2,3,504.39,17.63,522.02
TXN_552025,CUST_23760,1302,,1,3,2,575.7,6.94,582.6400000000001
TXN_672744,CUST_85836,1303,,3,3,4,173.51,15.8,189.31
TXN_152969,CUST_27370,1304,,2,3,3,186.5,9.62,196.12
TXN_315587,CUST_18574,1305,,4,2,1,207.93,8.71,216.64000000000001
TXN_715954,CUST_53079,1306,,6,3,11,921.2,17.74,938.94
TXN_911840,CUST_25005,1307,,3,1,4,216.32,20.69,237.01
TXN_801736,CUST_83841,1308,,4,1,2,421.73,22.2,443.93
TXN_803781,CUST_62740,1309,,5,3,3,172.34,7.89,180.23
TXN_960645,CUST_76212,1310,,1,2,3,172.0,20.49,192.49
TXN_953837,CUST_27315,1311,,3,3,6,599.19,14.92,614.11
TXN_988722,CUST_98652,1312,,3,2,3,198.34,21.16,219.5
TXN_273678,CUST_50835,1313,,3,2,2,484.91,10.1,495.01000000000005
TXN_639837,CUST_47115,1314,,1,3,1,88.28,7.62,95.9
TXN_438590,CUST_75611,1315,,3,3,1,55.8,19.29,75.09
TXN_962525,CUST_75211,1316,,1,1,4,517.83,16.55,534.38
TXN_684673,CUST_55659,1317,,6,3,15,741.27,24.76,766.03
TXN_540743,CUST_62066,1318,,4,2,4,409.95,11.06,421.01
TXN_123781,CUST_71232,1319,,1,3,4,412.22,5.7,417.92
TXN_204225,CUST_50171,1320,,6,3,5,367.72,22.1,389.82000000000005
TXN_376540,CUST_70061,1321,,3,1,1,139.51,5.25,144.76
TXN_451494,CUST_53215,1322,,1,1,1,247.29,23.4,270.69
TXN_509772,CUST_72968,1323,,6,3,7,496.84,15.36,512.1999999999999
TXN_359680,CUST_99433,1324,,4,3,2,147.65,22.89,170.54000000000002
TXN_226955,CUST_21539,1325,,2,1,2,192.71,11.4,204.11
TXN_324758,CUST_94741,1326,,2,3,16,157.25,22.95,180.2
TXN_504629,CUST_80142,1327,,4,1,1,275.67,8.44,284.11
TXN_935067,CUST_62858,1328,,1,3,2,129.78,20.72,150.5
TXN_546208,CUST_92243,1329,,2,4,3,40.12,23.5,63.62
TXN_474901,CUST_17652,1330,,1,3,3,699.67,21.38,721.05
TXN_410661,CUST_32397,1331,,3,3,1,33.29,14.58,47.87
TXN_863181,CUST_67200,1332,,3,1,3,111.19,24.71,135.9
TXN_627026,CUST_88527,1333,,4,2,4,762.27,23.14,785.41
TXN_526253,CUST_62023,1334,,4,1,2,356.73,14.76,371.49
TXN_184109,CUST_60713,1335,,5,3,8,741.07,8.81,749.88
TXN_875310,CUST_18328,1336,,4,1,4,1035.65,8.53,1044.18
TXN_575185,CUST_40894,1337,,3,3,1,48.71,14.6,63.31
TXN_520418,CUST_60790,1338,,1,2,3,188.06,12.2,200.26
TXN_766855,CUST_68121,1339,,3,3,1,101.72,19.03,120.75
TXN_233155,CUST_54275,1340,,5,4,15,1114.8,12.14,1126.94
TXN_640224,CUST_38856,1341,,2,1,1,120.91,17.0,137.91
TXN_250001,CUST_98642,1342,,4,1,1,234.07,9.44,243.51
TXN_523712,CUST_17481,1343,,4,3,2,579.02,21.14,600.16
TXN_184454,CUST_45624,1344,,3,1,1,223.59,11.04,234.63
TXN_479242,CUST_17656,1345,,3,2,4,539.67,11.48,551.15
TXN_416044,CUST_65007,1346,,3,3,5,372.4,12.45,384.84999999999997
TXN_151793,CUST_36458,1347,,1,2,4,526.21,21.12,547.33
TXN_813741,CUST_56017,1348,,4,3,2,441.45,9.93,451.38
TXN_189856,CUST_62462,1349,,2,3,4,184.8,24.35,209.15
TXN_570892,CUST_85073,1350,,3,4,15,240.51,10.53,251.04
TXN_326796,CUST_24595,1351,,1,2,3,244.3,8.65,252.95000000000002
TXN_748981,CUST_46135,1352,,3,3,8,590.58,22.12,612.7
TXN_220609,CUST_97971,1353,,4,2,4,826.51,13.27,839.78
TXN_671423,CUST_22461,1354,,4,1,3,510.32,13.16,523.48
TXN_980826,CUST_12042,1355,,3,1,2,433.87,17.22,451.09000000000003
TXN_558688,CUST_72778,1356,,2,3,4,334.52,13.74,348.26
TXN_524607,CUST_74353,1357,,1,2,3,844.79,10.97,855.76
TXN_184294,CUST_14780,1358,,3,3,9,344.41,6.38,350.79
TXN_806831,CUST_96274,1359,,5,4,14,726.54,13.71,740.25
TXN_785494,CUST_44021,1360,,4,2,3,295.33,11.39,306.71999999999997
TXN_971101,CUST_17296,1361,,3,4,6,133.51,12.96,146.47
TXN_510080,CUST_56700,1362,,1,1,4,145.12,18.37,163.49
TXN_691986,CUST_59698,1363,,2,2,1,75.14,6.24,81.38
TXN_650701,CUST_53616,1364,,3,3,4,888.39,18.77,907.16
TXN_198787,CUST_81873,1365,,1,2,3,249.84,9.04,258.88
TXN_703552,CUST_35769,1366,,2,1,4,1189.22,8.61,1197.83
TXN_667056,CUST_97847,1367,,3,3,10,653.21,21.11,674.32
TXN_766797,CUST_62093,1368,,3,1,4,165.32,11.41,176.73
TXN_490312,CUST_62818,1369,,3,3,18,1555.39,21.59,1576.98
TXN_508931,CUST_41205,1370,,3,1,4,640.8,19.55,660.3499999999999
TXN_239452,CUST_79041,1371,,2,1,4,324.49,17.55,342.04
TXN_690357,CUST_22760,1372,,2,3,3,103.45,16.39,119.84
TXN_844088,CUST_13537,1373,,4,3,1,227.05,14.61,241.66000000000003
TXN_524327,CUST_45055,1374,,2,4,18,201.78,15.77,217.55
TXN_317300,CUST_45612,1375,,3,2,1,208.41,13.61,222.01999999999998
TXN_444656,CUST_33254,1376,,1,3,2,305.97,12.87,318.84000000000003
TXN_580401,CUST_54703,1377,,2,1,2,527.0,7.2,534.2
TXN_224960,CUST_38358,1378,,1,3,1,52.82,10.88,63.7
TXN_929324,CUST_29646,1379,,1,1,3,258.74,20.96,279.7
TXN_953036,CUST_32441,1380,,2,4,10,935.79,15.0,950.79
TXN_992876,CUST_84881,1381,,3,4,14,1011.96,6.13,1018.09
TXN_558753,CUST_79706,1382,,4,1,3,850.72,13.91,864.63
TXN_729205,CUST_83006,1383,,4,3,2,497.72,18.13,515.85
TXN_202417,CUST_93300,1384,,5,3,17,230.75,23.08,253.82999999999998
TXN_631251,CUST_23268,1385,,2,1,4,286.57,11.68,298.25
TXN_689892,CUST_62921,1386,,5,4,2,173.71,9.8,183.51000000000002
TXN_456072,CUST_18107,1387,,1,1,4,1107.15,12.97,1120.1200000000001
TXN_876428,CUST_79052,1388,,2,2,1,52.66,24.24,76.89999999999999
TXN_308126,CUST_91086,1389,,3,1,2,282.27,24.87,307.14
TXN_965809,CUST_76917,1390,,4,2,4,1167.04,10.94,1177.98
TXN_571937,CUST_91273,1391,,5,4,4,366.33,12.41,378.74
TXN_529925,CUST_70551,1392,,4,2,3,397.47,20.93,418.40000000000003
TXN_207091,CUST_90854,1393,,4,1,2,390.58,7.96,398.53999999999996
TXN_543832,CUST_85070,1394,,2,2,3,199.29,7.8,207.09
TXN_602422,CUST_59476,1395,,3,2,4,1090.16,19.57,1109.73
TXN_788484,CUST_17253,1396,,2,1,1,100.21,18.97,119.17999999999999
TXN_211686,CUST_35039,1397,,1,3,1,28.35,16.97,45.32
TXN_781572,CUST_68050,1398,,3,2,3,456.26,5.98,462.24
TXN_180257,CUST_24577,1399,,5,4,17,639.0,6.33,645.33
TXN_406157,CUST_62020,1400,,1,2,4,1143.45,22.38,1165.8300000000002
TXN_802972,CUST_17179,1401,,3,4,17,111.34,13.05,124.39
TXN_341268,CUST_68239,1402,,2,1,3,456.6,12.29,468.89000000000004
TXN_147481,CUST_34465,1403,,2,3,10,587.36,8.25,595.61
TXN_934961,CUST_34228,1404,,2,3,10,380.53,13.17,393.7
TXN_480800,CUST_39708,1405,,4,2,4,614.2,9.4,623.6
TXN_327480,CUST_98994,1406,,1,1,4,104.63,9.69,114.32
TXN_386887,CUST_87559,1407,,1,1,4,552.31,24.02,576.3299999999999
TXN_698557,CUST_73826,1408,,1,1,1,221.49,24.67,246.16000000000003
TXN_273436,CUST_12980,1409,,4,3,2,577.02,19.22,596.24
TXN_920283,CUST_59923,1410,,2,3,4,1168.31,19.96,1188.27
TXN_961683,CUST_93198,1411,,2,3,4,502.18,16.15,518.33
TXN_186040,CUST_86244,1412,,1,1,4,954.51,14.56,969.0699999999999
TXN_940327,CUST_16269,1413,,2,3,2,485.44,23.77,509.21
TXN_302726,CUST_31019,1414,,2,1,4,834.84,24.58,859.4200000000001
TXN_727784,CUST_22348,1415,,4,2,1,112.93,5.35,118.28
TXN_150908,CUST_58863,1416,,1,3,2,70.94,15.54,86.47999999999999
TXN_788656,CUST_40836,1417,,2,2,4,589.82,6.04,595.86
TXN_750426,CUST_32986,1418,,2,4,16,821.9,13.07,834.97
TXN_748662,CUST_97739,1419,,2,1,4,750.58,13.26,763.84
TXN_565782,CUST_58511,1420,,3,3,4,296.91,23.58,320.49
TXN_922577,CUST_82338,1421,,3,2,2,576.91,15.11,592.02
TXN_819161,CUST_31565,1422,,1,2,3,861.6,11.23,872.83
TXN_620890,CUST_74397,1423,,2,3,1,129.18,7.11,136.29000000000002
TXN_398751,CUST_54945,1424,,2,3,3,81.11,9.5,90.61
TXN_648035,CUST_28496,1425,,2,3,4,652.06,13.99,666.05
TXN_259856,CUST_55597,1426,,3,2,3,851.44,5.09,856.5300000000001
TXN_594760,CUST_24933,1427,,4,3,1,62.64,9.89,72.53
TXN_361127,CUST_70455,1428,,3,2,4,915.06,17.8,932.8599999999999
TXN_964088,CUST_50918,1429,,3,4,10,285.06,10.11,295.17
TXN_479276,CUST_21523,1430,,2,1,2,572.73,12.92,585.65
TXN_885817,CUST_65198,1431,,1,3,3,493.99,11.2,505.19
TXN_820913,CUST_65458,1432,,3,3,2,531.86,13.83,545.69
TXN_425165,CUST_16269,1433,,2,1,4,596.86,11.02,607.88
TXN_903253,CUST_34048,1434,,4,3,3,373.15,9.53,382.67999999999995
TXN_796739,CUST_67334,1435,,1,1,2,171.92,13.07,184.98999999999998
TXN_879463,CUST_86192,1436,,4,1,4,532.57,13.07,545.6400000000001
TXN_368679,CUST_75124,1437,,1,2,4,398.25,21.64,419.89
TXN_749585,CUST_56150,1438,,3,2,2,575.59,20.71,596.3000000000001
TXN_543420,CUST_98893,1439,,1,2,1,184.58,20.49,205.07000000000002
TXN_430550,CUST_44053,1440,,3,3,4,1024.35,19.27,1043.62
TXN_535068,CUST_60394,1441,,3,2,3,793.11,16.02,809.13
TXN_458962,CUST_48802,1442,,5,4,12,1051.72,20.05,1071.77
TXN_213283,CUST_88261,1443,,4,3,2,410.0,5.29,415.29
TXN_854188,CUST_61912,1444,,3,3,1,277.89,7.21,285.09999999999997
TXN_593010,CUST_27106,1445,,2,3,3,172.53,5.95,178.48
TXN_369952,CUST_84722,1446,,3,2,4,408.77,19.08,427.84999999999997
TXN_351970,CUST_93866,1447,,3,1,3,747.48,16.82,764.3000000000001
TXN_844532,CUST_23010,1448,,2,3,4,1091.23,19.6,1110.83
TXN_349584,CUST_99622,1449,,4,3,1,27.83,24.37,52.2
TXN_217082,CUST_97895,1450,,2,1,2,176.58,18.23,194.81
TXN_575919,CUST_53951,1451,,2,1,2,142.38,16.55,158.93
TXN_740729,CUST_60134,1452,,1,2,3,370.01,13.77,383.78
TXN_461091,CUST_95598,1453,,4,3,1,90.62,14.45,105.07000000000001
TXN_757462,CUST_21972,1454,,3,2,2,199.4,8.49,207.89000000000001
TXN_907689,CUST_14356,1455,,3,1,3,747.58,5.21,752.7900000000001
TXN_704199,CUST_32774,1456,,3,1,4,769.28,5.8,775.0799999999999
TXN_621442,CUST_70838,1457,,2,3,1,278.59,20.3,298.89
TXN_305439,CUST_68709,1458,,2,2,1,295.08,6.03,301.10999999999996
TXN_357771,CUST_38905,1459,,6,3,3,256.76,20.02,276.78
TXN_715207,CUST_59360,1460,,6,4,9,898.35,21.35,919.7
TXN_503591,CUST_70067,1461,,1,3,2,51.54,13.58,65.12
TXN_448379,CUST_20798,1462,,1,2,4,311.52,5.81,317.33
TXN_435886,CUST_85995,1463,,2,3,4,190.79,15.99,206.78
TXN_700412,CUST_14097,1464,,1,1,4,456.36,15.84,472.2
TXN_493861,CUST_91863,1465,,1,2,2,576.15,20.76,596.91
TXN_337050,CUST_70489,1466,,6,4,8,793.44,19.02,812.46
TXN_188134,CUST_45890,1467,,4,1,1,245.26,22.98,268.24
TXN_164993,CUST_56517,1468,,3,4,19,187.23,13.13,200.35999999999999
TXN_590041,CUST_26038,1469,,3,2,1,187.98,16.91,204.89
TXN_433373,CUST_42464,1470,,2,3,4,103.48,19.56,123.04
TXN_655152,CUST_69880,1471,,4,1,2,296.0,7.82,303.82
TXN_844102,CUST_32245,1472,,3,2,3,868.01,14.73,882.74
TXN_149388,CUST_83352,1473,,1,2,4,296.45,6.79,303.24
TXN_771935,CUST_42066,1474,,3,4,17,1436.49,5.02,1441.51
TXN_392323,CUST_45929,1475,,2,2,3,727.41,12.33,739.74
TXN_967173,CUST_35843,1476,,1,1,2,403.91,23.03,426.94000000000005
TXN_148264,CUST_62031,1477,,2,1,3,300.24,6.67,306.91
TXN_905765,CUST_37978,1478,,2,1,3,531.15,19.29,550.4399999999999
TXN_182609,CUST_78661,1479,,2,3,2,180.23,5.72,185.95
TXN_101092,CUST_42751,1480,,3,1,4,897.2,17.86,915.0600000000001
TXN_820668,CUST_40158,1481,,3,1,1,251.0,24.53,275.53
TXN_316943,CUST_92392,1482,,6,4,12,260.59,24.85,285.44
TXN_132627,CUST_91734,1483,,3,3,4,1020.45,22.49,1042.94
TXN_115099,CUST_14695,1484,,2,4,18,1134.78,18.25,1153.03
TXN_275616,CUST_10266,1485,,1,2,3,874.18,14.07,888.25
TXN_835034,CUST_13729,1486,,2,3,3,842.18,18.64,860.8199999999999
TXN_498971,CUST_63702,1487,,1,1,2,352.38,18.68,371.06
TXN_171022,CUST_91041,1488,,3,2,3,710.3,9.37,719.67
TXN_517641,CUST_67511,1489,,1,2,1,286.44,12.65,299.09
TXN_189490,CUST_97911,1490,,1,2,2,228.91,19.26,248.17
TXN_920024,CUST_21754,1491,,2,3,4,263.78,14.37,278.15
TXN_630619,CUST_28921,1492,,2,1,2,183.31,19.13,202.44
TXN_680057,CUST_58823,1493,,2,3,3,580.97,21.23,602.2
TXN_763826,CUST_79156,1494,,2,1,1,93.53,21.2,114.73
TXN_743919,CUST_54766,1495,,2,3,1,7.69,5.88,13.57
TXN_408857,CUST_35232,1496,,3,3,12,1021.51,18.32,1039.83
TXN_693458,CUST_18239,1497,,2,3,1,266.45,21.43,287.88
TXN_816800,CUST_71327,1498,,6,3,8,422.64,20.61,443.25
TXN_183933,CUST_18554,1499,,3,2,1,220.02,12.66,232.68
TXN_830678,CUST_87029,1500,,2,1,3,276.67,14.0,290.67
TXN_428040,CUST_56870,1501,,4,2,3,830.29,20.69,850.98
TXN_532954,CUST_35243,1502,,2,3,2,157.59,13.66,171.25
TXN_135042,CUST_87454,1503,,3,2,1,132.26,9.6,141.85999999999999
TXN_498806,CUST_97752,1504,,4,1,4,312.27,21.69,333.96
TXN_866697,CUST_42187,1505,,3,3,1,42.25,22.4,64.65
TXN_214120,CUST_46229,1506,,3,4,14,912.93,23.57,936.5
TXN_804904,CUST_26424,1507,,2,1,1,230.51,19.41,249.92
TXN_207670,CUST_68979,1508,,2,2,1,36.09,13.25,49.34
TXN_892803,CUST_12314,1509,,3,3,4,740.68,16.03,756.7099999999999
TXN_265455,CUST_43799,1510,,1,1,2,256.91,15.07,271.98
TXN_107587,CUST_21224,1511,,1,1,4,1083.4,12.11,1095.51
TXN_658207,CUST_76729,1512,,2,4,8,122.7,24.99,147.69
TXN_250835,CUST_69110,1513,,2,3,4,1091.75,18.33,1110.08
TXN_654366,CUST_73089,1514,,4,3,2,346.75,14.62,361.37
TXN_949649,CUST_26359,1515,,3,2,3,897.45,14.53,911.98
TXN_140603,CUST_20952,1516,,2,1,3,554.07,5.06,559.13
TXN_128284,CUST_84265,1517,,2,2,4,1063.09,5.1,1068.1899999999998
TXN_237049,CUST_43369,1518,,1,1,3,262.79,21.62,284.41
TXN_882275,CUST_52033,1519,,5,4,16,1133.79,16.8,1150.59
TXN_863667,CUST_75728,1520,,2,2,1,53.88,24.26,78.14
TXN_221018,CUST_49198,1521,,4,2,4,240.59,13.81,254.4
TXN_136601,CUST_41598,1522,,3,2,4,676.5,6.56,683.06
TXN_338526,CUST_45671,1523,,2,3,1,18.72,15.73,34.45
TXN_137685,CUST_13928,1524,,1,1,1,124.06,23.89,147.95
